id,pid,ms_subclass,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,saleprice,overall_qual * gr_liv_area,exter_qual * gr_liv_area,gr_liv_area * kitchen_qual,bsmt_qual * gr_liv_area,overall_qual * 1st_flr_sf,overall_qual * kitchen_qual,overall_qual * exter_qual,overall_qual^2,overall_qual * total_bsmt_sf,overall_qual * garage_area,overall_qual * garage_cars,total_bsmt_sf * gr_liv_area,overall_qual * bsmt_qual,overall_qual * year_built,overall_qual * garage_yr_blt,overall_qual * totrms_abvgrd,gr_liv_area * garage_area,overall_qual * year_remod/add,gr_liv_area * garage_cars,garage_area * garage_cars,totrms_abvgrd * gr_liv_area,1st_flr_sf * total_bsmt_sf,garage_yr_blt * year_built,total_area,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,condition_2_Feedr,condition_2_Norm,condition_2_PosA,condition_2_PosN,condition_2_RRAe,condition_2_RRAn,condition_2_RRNn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
374,184,902305110,70,60.0,9600,Pave,2,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,8,9,1900,2003,Gable,CompShg,0,0.0,4,4,BrkTil,3,3,1,1,0.0,1,0.0,930.0,930.0,GasW,3,0,4,930,636,0,1566,0.0,0.0,2,0,3,1,4,7,Typ,0,0,1,1930.0,1,1.0,288.0,3,3,Y,54,228,246,0,0,0,0,0,0,0,4,2010,150000,12528,6264,6264,4698,7440,32,32,64,7440.0,2304.0,8.0,1456380.0,24,15200,15440.0,56,451008.0,16024,1566.0,288.0,10962,864900.0,3667000.0,4350.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
375,1248,535302140,20,68.0,12774,Pave,0,Reg,Lvl,AllPub,Inside,Sev,1Fam,1Story,5,5,1953,1953,Hip,CompShg,0,0.0,3,3,PConc,3,3,1,4,624.0,2,128.0,232.0,984.0,GasW,3,0,4,950,0,0,950,0.0,0.0,1,0,2,1,3,5,Typ,0,0,1,1953.0,1,2.0,400.0,3,3,Y,0,32,0,0,0,0,0,2,0,0,7,2008,130000,4750,2850,2850,2850,4750,15,15,25,4920.0,2000.0,10.0,934800.0,15,9765,9765.0,25,380000.0,9765,1900.0,800.0,4750,934800.0,3814209.0,3284.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
376,2574,535152070,80,70.0,8163,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,3,128.0,3,4,CBlock,3,3,3,5,748.0,4,294.0,102.0,1144.0,GasA,3,1,4,1144,0,0,1144,1.0,0.0,1,0,3,1,3,6,Typ,1,3,5,1959.0,2,1.0,796.0,3,3,Y,86,0,0,0,0,0,0,0,0,0,3,2006,143000,5720,3432,3432,3432,5720,15,15,25,5720.0,3980.0,5.0,1308736.0,15,9795,9795.0,30,910624.0,9795,1144.0,796.0,6864,1308736.0,3837681.0,4228.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
377,1215,534403260,20,90.0,9900,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,5,1961,1961,Gable,CompShg,0,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,1114.0,1114.0,GasA,3,1,4,1114,0,0,1114,1.0,0.0,1,0,3,1,3,5,Typ,0,0,5,1961.0,2,2.0,451.0,3,3,Y,0,0,0,0,164,0,0,0,0,0,5,2008,140000,5570,3342,3342,3342,5570,15,15,25,5570.0,2255.0,10.0,1240996.0,15,9805,9805.0,25,502414.0,9805,2228.0,902.0,5570,1240996.0,3845521.0,3793.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
378,1614,526355170,20,95.0,13651,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,6,1973,1973,Gable,CompShg,3,1115.0,3,4,CBlock,4,3,4,5,1880.0,1,0.0,343.0,2223.0,GasA,5,1,4,2223,0,0,2223,1.0,0.0,2,0,3,1,3,8,Typ,2,4,5,1973.0,3,2.0,516.0,3,3,Y,300,0,0,0,0,0,0,0,0,0,2,2007,244000,15561,6669,6669,8892,15561,21,21,49,15561.0,3612.0,14.0,4941729.0,28,13811,13811.0,56,1147068.0,13811,4446.0,1032.0,17784,4941729.0,3892729.0,7185.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
379,2039,903458020,75,60.0,7200,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,0,0.0,3,3,BrkTil,3,2,1,1,0.0,1,0.0,530.0,530.0,GasA,3,0,4,581,530,0,1111,0.0,0.0,1,0,3,1,2,6,Typ,0,0,1,1935.0,1,1.0,288.0,3,3,N,0,0,144,0,0,0,0,0,0,0,3,2007,101000,5555,3333,2222,3333,2905,10,15,25,2650.0,1440.0,5.0,588830.0,15,9600,9675.0,30,319968.0,9980,1111.0,288.0,6666,307930.0,3715200.0,3040.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
380,2669,902406030,20,65.0,9750,Pave,2,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,5,1958,1958,Hip,CompShg,0,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,960.0,960.0,GasA,5,1,4,960,0,0,960,0.0,0.0,1,0,3,1,3,5,Typ,0,0,1,2002.0,1,2.0,624.0,3,3,Y,0,0,0,0,0,0,0,0,4,4500,7,2006,125000,4800,2880,2880,2880,4800,15,15,25,4800.0,3120.0,10.0,921600.0,15,9790,10010.0,25,599040.0,9790,1920.0,1248.0,4800,921600.0,3919916.0,3504.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
381,1005,527162180,60,73.0,11184,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,6,5,1998,1998,Gable,CompShg,0,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,932.0,932.0,GasA,4,1,4,932,701,0,1633,0.0,0.0,2,1,3,1,3,7,Typ,1,3,5,1998.0,3,2.0,460.0,3,3,Y,0,39,0,0,0,0,0,0,0,0,4,2008,183000,9798,4899,4899,6532,5592,18,18,36,5592.0,2760.0,12.0,1521956.0,24,11988,11988.0,42,751180.0,11988,3266.0,920.0,11431,868624.0,3992004.0,4658.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
382,753,903430060,75,92.0,5520,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2.5Fin,6,6,1912,1950,Gable,CompShg,0,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,755.0,755.0,GasA,5,1,4,929,929,371,2229,0.0,0.0,1,0,5,1,3,8,Typ,0,0,0,1980.0,0,0.0,0.0,0,0,Y,0,198,30,0,0,0,0,3,0,0,7,2009,104000,13374,6687,6687,6687,5574,18,18,36,4530.0,0.0,0.0,1682895.0,18,11472,11880.0,48,0.0,11700,0.0,0.0,17832,701395.0,3785760.0,4842.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
383,1275,535455060,45,64.0,6390,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,0,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,936.0,936.0,GasA,3,1,3,984,0,0,984,1.0,0.0,1,0,2,1,3,4,Typ,0,0,1,1954.0,1,1.0,280.0,3,3,Y,0,0,0,0,0,0,0,2,0,0,6,2008,112500,5904,2952,2952,2952,5904,18,18,36,5616.0,1680.0,6.0,921024.0,18,11724,11724.0,24,275520.0,11724,984.0,280.0,3936,921024.0,3818116.0,3184.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
384,2350,527355280,20,79.0,10240,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1980,1980,Gable,CompShg,3,157.0,3,4,CBlock,4,3,1,4,625.0,2,1061.0,0.0,1686.0,GasA,3,1,4,1686,0,0,1686,1.0,0.0,2,0,3,1,3,7,Typ,1,3,5,1980.0,1,2.0,612.0,3,3,Y,384,131,0,0,0,0,0,0,0,0,5,2006,207500,10116,5058,5058,6744,10116,18,18,36,10116.0,3672.0,12.0,2842596.0,24,11880,11880.0,42,1031832.0,11880,3372.0,1224.0,11802,2842596.0,3920400.0,5670.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
385,2762,906394040,20,78.0,9316,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2005,2005,Gable,CompShg,3,140.0,4,3,PConc,4,3,4,6,56.0,1,0.0,1558.0,1614.0,GasA,5,1,4,1614,0,0,1614,0.0,0.0,2,0,3,1,4,7,Typ,1,4,5,2005.0,3,2.0,576.0,3,3,Y,100,45,0,0,0,0,0,0,0,0,3,2006,225000,11298,6456,6456,6456,11298,28,28,49,11298.0,4032.0,14.0,2604996.0,28,14035,14035.0,49,929664.0,14035,3228.0,1152.0,11298,2604996.0,4020025.0,5418.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
386,2788,907227090,20,60.0,7200,Pave,0,Reg,Low,AllPub,Inside,Gtl,1Fam,1Story,5,8,1972,1972,Gable,CompShg,0,0.0,3,3,CBlock,3,3,1,4,437.0,1,0.0,427.0,864.0,GasA,5,1,4,864,0,0,864,0.0,0.0,1,0,3,1,3,5,Typ,0,0,1,1977.0,1,1.0,297.0,3,3,Y,0,0,0,0,0,0,0,3,0,0,3,2006,119900,4320,2592,2592,2592,4320,15,15,25,4320.0,1485.0,5.0,746496.0,15,9860,9885.0,25,256608.0,9860,864.0,297.0,4320,746496.0,3898644.0,2889.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
387,2384,528112010,20,108.0,12228,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,7,5,2006,2006,Hip,CompShg,1,206.0,4,3,PConc,5,4,1,1,0.0,1,0.0,1721.0,1721.0,GasA,5,1,4,1740,0,0,1740,0.0,0.0,2,0,4,1,4,8,Typ,0,0,5,2006.0,2,3.0,874.0,3,3,Y,0,43,0,0,0,0,0,0,0,0,9,2006,293000,12180,6960,6960,8700,12180,28,28,49,12047.0,6118.0,21.0,2994540.0,35,14042,14042.0,56,1520760.0,14042,5220.0,2622.0,13920,2994540.0,4024036.0,6075.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
388,2716,905107240,20,78.0,10335,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1968,1993,Gable,CompShg,0,0.0,3,3,CBlock,3,3,1,3,570.0,1,0.0,891.0,1461.0,GasA,4,1,4,1721,0,0,1721,0.0,0.0,2,1,3,1,3,7,Min1,1,3,5,1968.0,2,2.0,440.0,3,3,Y,0,96,180,0,0,0,0,3,0,0,7,2006,180000,8605,5163,5163,5163,8605,15,15,25,7305.0,2200.0,10.0,2514381.0,15,9840,9840.0,35,757240.0,9965,3442.0,880.0,12047,2514381.0,3873024.0,5343.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
389,313,914478045,80,68.0,12328,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,3,335.0,3,3,CBlock,3,3,3,6,539.0,1,0.0,473.0,1012.0,GasA,3,1,4,1034,0,0,1034,1.0,0.0,1,0,3,1,3,6,Typ,0,0,5,1976.0,1,3.0,888.0,3,3,Y,0,0,0,0,0,0,0,0,0,0,5,2010,169900,6204,3102,3102,3102,6204,18,18,36,6072.0,5328.0,18.0,1046408.0,18,11856,11856.0,36,918192.0,11856,3102.0,2664.0,6204,1046408.0,3904576.0,3968.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
390,84,532351140,90,68.0,8930,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,0,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,4,1318,584,0,1902,0.0,0.0,2,0,4,2,3,8,Typ,0,0,5,1978.0,1,2.0,539.0,3,3,Y,0,0,0,0,0,0,0,0,0,0,4,2010,112000,11412,5706,5706,0,7908,18,18,36,0.0,3234.0,12.0,0.0,0,11868,11868.0,48,1025178.0,11868,3804.0,1078.0,15216,0.0,3912484.0,4343.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
391,81,531453010,20,81.0,9672,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,5,1984,1985,Hip,CompShg,0,0.0,3,3,PConc,4,3,1,6,338.0,1,0.0,702.0,1040.0,GasA,3,1,4,1097,0,0,1097,0.0,0.0,2,0,3,1,3,6,Typ,0,0,5,1986.0,1,2.0,480.0,3,3,Y,0,0,0,0,0,0,0,4,0,0,5,2010,152000,6582,3291,3291,4388,6582,18,18,36,6240.0,2880.0,12.0,1140880.0,24,11904,11916.0,36,526560.0,11910,2194.0,960.0,6582,1140880.0,3940224.0,3714.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
392,2389,528118110,60,120.0,13975,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,9,5,2005,2006,Hip,CompShg,3,525.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1090.0,1090.0,GasA,5,1,4,1117,1089,0,2206,0.0,0.0,2,1,4,1,5,10,Typ,1,4,3,2005.0,3,3.0,670.0,3,3,Y,148,95,0,0,0,0,0,0,0,0,8,2006,300000,19854,8824,11030,8824,10053,45,36,81,9810.0,6030.0,27.0,2404540.0,36,18045,18045.0,90,1478020.0,18054,6618.0,2010.0,22060,1217530.0,4020025.0,6172.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
393,280,908152080,80,94.0,7819,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,0,0.0,3,3,CBlock,3,3,3,5,422.0,4,127.0,480.0,1029.0,GasA,3,1,4,1117,0,0,1117,1.0,0.0,1,0,3,1,3,6,Typ,1,3,1,1976.0,1,2.0,672.0,3,3,Y,144,0,0,0,0,0,0,3,0,0,3,2010,107000,6702,3351,3351,3351,6702,18,18,36,6174.0,4032.0,12.0,1149393.0,18,11856,11856.0,36,750624.0,11856,2234.0,1344.0,6702,1149393.0,3904576.0,3935.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
394,190,902402250,190,60.0,11340,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,2fmCon,2Story,4,6,1885,1950,Gable,CompShg,0,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,777.0,777.0,GasA,4,1,4,1246,1044,0,2290,0.0,0.0,2,0,4,2,3,11,Typ,0,0,1,1971.0,1,2.0,560.0,3,3,N,0,0,114,0,0,0,0,0,0,0,4,2010,122500,9160,6870,6870,6870,4984,12,12,16,3108.0,2240.0,8.0,1779330.0,12,7540,7884.0,44,1282400.0,7800,4580.0,1120.0,25190,968142.0,3715335.0,5917.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
395,2371,527451450,160,21.0,1680,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,3,504.0,3,3,CBlock,3,3,1,5,276.0,1,0.0,207.0,483.0,GasA,3,1,4,483,465,0,948,0.0,0.0,1,1,2,1,3,5,Typ,0,0,1,1972.0,1,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,0,0,0,7,2006,89000,5688,2844,2844,2844,2898,18,18,36,2898.0,1584.0,6.0,457884.0,18,11832,11832.0,30,250272.0,11832,948.0,264.0,4740,233289.0,3888784.0,2643.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
396,213,904350045,50,65.0,6001,Pave,0,IR1,Bnk,AllPub,Inside,Mod,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,0,0.0,3,3,CBlock,2,3,1,2,368.0,1,0.0,232.0,600.0,GasA,5,0,4,600,319,0,919,0.0,0.0,1,0,3,1,3,5,Typ,0,0,1,1940.0,1,1.0,231.0,3,3,Y,0,0,45,0,0,0,0,3,0,0,3,2010,95000,5514,2757,2757,1838,3600,18,18,36,3600.0,1386.0,6.0,551400.0,12,11640,11640.0,30,212289.0,11700,919.0,231.0,4595,360000.0,3763600.0,2669.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
397,1864,534125120,20,78.0,11700,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1968,1968,Gable,CompShg,3,41.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,912.0,912.0,GasA,5,1,4,1152,0,0,1152,1.0,0.0,1,1,3,1,3,7,Typ,0,0,5,1968.0,2,2.0,412.0,3,3,Y,0,126,0,0,0,0,0,0,0,0,9,2007,143450,6912,3456,3456,3456,6912,18,18,36,5472.0,2472.0,12.0,1050624.0,18,11808,11808.0,42,474624.0,11808,2304.0,824.0,8064,1050624.0,3873024.0,3628.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
398,37,528108120,60,102.0,12858,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,9,5,2009,2010,Gable,CompShg,1,162.0,5,3,PConc,5,3,1,1,0.0,1,0.0,1590.0,1590.0,GasA,5,1,4,1627,707,0,2334,0.0,0.0,2,1,3,1,5,10,Typ,1,4,5,2009.0,3,3.0,751.0,3,3,Y,144,133,0,0,0,0,0,0,0,0,1,2010,376162,21006,11670,11670,11670,14643,45,45,81,14310.0,6759.0,27.0,3711060.0,45,18081,18081.0,90,1752834.0,18090,7002.0,2253.0,23340,2586930.0,4036081.0,7009.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
